ReservoirName,RecordTime,WaterStorageRate
寶山第二水庫,2019-11-13,90.98
永和山水庫,2019-11-13,91.05
明德水庫,2019-11-13,67.97
鯉魚潭水庫,2019-11-13,90.22
德基水庫,2019-11-13,87.94
石岡壩,2019-11-13,46.17
霧社水庫,2019-11-13,13.71
日月潭水庫,2019-11-13,98.17
湖山水庫,2019-11-13,89.95
仁義潭水庫,2019-11-13,82.55
白河水庫,2019-11-13,17.37
烏山頭水庫,2019-11-13,85.03
曾文水庫,2019-11-13,75.2
南化水庫,2019-11-13,88.86
阿公店水庫,2019-11-13,93.47
牡丹水庫,2019-11-13,85.64
石門水庫,2019-02-25,50.16
新山水庫,2019-02-25,91.97
翡翠水庫,2019-02-25,82.18
寶山第二水庫,2019-02-25,25.84
永和山水庫,2019-02-25,33.04
明德水庫,2019-02-25,47.22
鯉魚潭水庫,2019-02-25,37.99
德基水庫,2019-02-25,44.5
石岡壩,2019-02-25,15.12
霧社水庫,2019-02-25,7.11
日月潭水庫,2019-02-25,82.7
湖山水庫,2019-02-25,38.15
仁義潭水庫,2019-02-25,50.15
白河水庫,2019-02-25,1.01
烏山頭水庫,2019-02-25,78.97
曾文水庫,2019-02-25,36.56
南化水庫,2019-02-25,54.81
阿公店水庫,2019-02-25,42.26
牡丹水庫,2019-02-25,58.65
石門水庫,2019-04-23,62.71
新山水庫,2019-04-23,89.38
翡翠水庫,2019-04-23,74.31
寶山第二水庫,2019-04-23,99.76
永和山水庫,2019-04-23,66.67
明德水庫,2019-04-23,96.84
鯉魚潭水庫,2019-04-23,64.71
德基水庫,2019-04-23,80.28
石岡壩,2019-04-23,18.44
霧社水庫,2019-04-23,57.62
日月潭水庫,2019-04-23,98.05
湖山水庫,2019-04-23,22.98
仁義潭水庫,2019-04-23,27.35
烏山頭水庫,2019-04-23,76.34
曾文水庫,2019-04-23,18.28
南化水庫,2019-04-23,36.94
阿公店水庫,2019-04-23,19.48
牡丹水庫,2019-04-23,40.75
石門水庫,2019-08-12,99.12
新山水庫,2019-08-12,93.36
翡翠水庫,2019-08-12,75.09
寶山第二水庫,2019-08-12,98.62
永和山水庫,2019-08-12,96.45
明德水庫,2019-08-12,98.67
鯉魚潭水庫,2019-08-12,100.0
德基水庫,2019-08-12,89.74
石岡壩,2019-08-12,26.13
霧社水庫,2019-08-12,89.12
日月潭水庫,2019-08-12,95.33
湖山水庫,2019-08-12,97.33
仁義潭水庫,2019-08-12,94.77
白河水庫,2019-08-12,82.2
烏山頭水庫,2019-08-12,80.97
曾文水庫,2019-08-12,90.66
南化水庫,2019-08-12,100.0
阿公店水庫,2019-08-12,0.02
牡丹水庫,2019-08-12,69.04
石門水庫,2019-08-06,88.57
新山水庫,2019-08-06,94.96
翡翠水庫,2019-08-06,69.23
寶山第二水庫,2019-08-06,100.0
永和山水庫,2019-08-06,97.08
明德水庫,2019-08-06,84.12
鯉魚潭水庫,2019-08-06,100.0
德基水庫,2019-08-06,75.26
石岡壩,2019-08-06,47.06
霧社水庫,2019-08-06,48.99
日月潭水庫,2019-08-06,96.92
湖山水庫,2019-08-06,100.0
仁義潭水庫,2019-08-06,96.21
白河水庫,2019-08-06,85.67
烏山頭水庫,2019-08-06,84.68
曾文水庫,2019-08-06,86.11
南化水庫,2019-08-06,99.51
阿公店水庫,2019-08-06,0.14
牡丹水庫,2019-08-06,71.6
石門水庫,2019-06-09,99.65
新山水庫,2019-06-09,95.76
翡翠水庫,2019-06-09,74.8
寶山第二水庫,2019-06-09,100.0
永和山水庫,2019-06-09,96.79
明德水庫,2019-06-09,91.75
鯉魚潭水庫,2019-06-09,100.0
德基水庫,2019-06-09,80.13
石岡壩,2019-06-09,29.71
霧社水庫,2019-06-09,82.51
日月潭水庫,2019-06-09,97.92
湖山水庫,2019-06-09,77.07
仁義潭水庫,2019-06-09,95.76
白河水庫,2019-06-09,14.33
烏山頭水庫,2019-06-09,82.54
曾文水庫,2019-06-09,41.44
南化水庫,2019-06-09,78.06
阿公店水庫,2019-06-09,6.0
牡丹水庫,2019-06-09,37.51
石門水庫,2019-06-21,97.22
新山水庫,2019-06-21,95.86
翡翠水庫,2019-06-21,73.15
寶山第二水庫,2019-06-21,100.0
永和山水庫,2019-06-21,95.87
明德水庫,2019-06-21,93.35
鯉魚潭水庫,2019-06-21,100.0
德基水庫,2019-06-21,88.58
石岡壩,2019-06-21,18.44
霧社水庫,2019-06-21,83.88
日月潭水庫,2019-06-21,92.81
湖山水庫,2019-06-21,92.52
仁義潭水庫,2019-06-21,96.66
白河水庫,2019-06-21,57.31
烏山頭水庫,2019-06-21,90.7
曾文水庫,2019-06-21,72.65
南化水庫,2019-06-21,97.98
阿公店水庫,2019-06-21,2.84
牡丹水庫,2019-06-21,48.25
石門水庫,2019-06-20,97.86
新山水庫,2019-06-20,95.86
翡翠水庫,2019-06-20,74.05
寶山第二水庫,2019-06-20,100.0
永和山水庫,2019-06-20,96.04
明德水庫,2019-06-20,94.5
鯉魚潭水庫,2019-06-20,100.0
德基水庫,2019-06-20,91.67
石岡壩,2019-06-20,31.02
霧社水庫,2019-06-20,84.24
日月潭水庫,2019-06-20,94.11
湖山水庫,2019-06-20,90.6
仁義潭水庫,2019-06-20,96.21
白河水庫,2019-06-20,57.31
烏山頭水庫,2019-06-20,91.29
曾文水庫,2019-06-20,72.0
南化水庫,2019-06-20,98.91
阿公店水庫,2019-06-20,2.84
牡丹水庫,2019-06-20,48.28
石門水庫,2019-06-08,99.74
新山水庫,2019-06-08,95.81
翡翠水庫,2019-06-08,75.6
寶山第二水庫,2019-06-08,100.0
永和山水庫,2019-06-08,97.02
明德水庫,2019-06-08,92.66
鯉魚潭水庫,2019-06-08,100.0
德基水庫,2019-06-08,79.57
石岡壩,2019-06-08,24.13
霧社水庫,2019-06-08,85.51
日月潭水庫,2019-06-08,97.55
湖山水庫,2019-06-08,75.56
仁義潭水庫,2019-06-08,95.85
白河水庫,2019-06-08,14.33
烏山頭水庫,2019-06-08,81.86
曾文水庫,2019-06-08,41.33
南化水庫,2019-06-08,78.85
阿公店水庫,2019-06-08,6.27
牡丹水庫,2019-06-08,37.75
石門水庫,2019-08-07,86.12
新山水庫,2019-08-07,94.56
翡翠水庫,2019-08-07,67.67
寶山第二水庫,2019-08-07,100.0
永和山水庫,2019-08-07,96.97
明德水庫,2019-08-07,83.89
鯉魚潭水庫,2019-08-07,99.89
德基水庫,2019-08-07,73.51
石岡壩,2019-08-07,58.92
霧社水庫,2019-08-07,46.67
日月潭水庫,2019-08-07,96.73
湖山水庫,2019-08-07,99.61
仁義潭水庫,2019-08-07,96.21
白河水庫,2019-08-07,79.74
烏山頭水庫,2019-08-07,84.91
曾文水庫,2019-08-07,85.0
南化水庫,2019-08-07,99.35
阿公店水庫,2019-08-07,0.03
牡丹水庫,2019-08-07,71.29
石門水庫,2019-08-13,98.47
新山水庫,2019-08-13,93.11
翡翠水庫,2019-08-13,74.8
寶山第二水庫,2019-08-13,98.11
永和山水庫,2019-08-13,96.97
明德水庫,2019-08-13,97.95
鯉魚潭水庫,2019-08-13,99.92
德基水庫,2019-08-13,90.03
石岡壩,2019-08-13,18.89
霧社水庫,2019-08-13,94.81
日月潭水庫,2019-08-13,94.46
湖山水庫,2019-08-13,97.09
仁義潭水庫,2019-08-13,94.59
白河水庫,2019-08-13,88.56
烏山頭水庫,2019-08-13,86.62
曾文水庫,2019-08-13,89.7
南化水庫,2019-08-13,100.0
阿公店水庫,2019-08-13,0.07
牡丹水庫,2019-08-13,75.07
石門水庫,2019-04-22,62.16
新山水庫,2019-04-22,89.23
翡翠水庫,2019-04-22,74.41
寶山第二水庫,2019-04-22,98.72
永和山水庫,2019-04-22,65.29
明德水庫,2019-04-22,94.73
鯉魚潭水庫,2019-04-22,63.0
德基水庫,2019-04-22,78.9
石岡壩,2019-04-22,17.16
霧社水庫,2019-04-22,54.58
日月潭水庫,2019-04-22,98.36
湖山水庫,2019-04-22,22.81
仁義潭水庫,2019-04-22,27.88
烏山頭水庫,2019-04-22,77.11
曾文水庫,2019-04-22,18.21
南化水庫,2019-04-22,36.76
阿公店水庫,2019-04-22,19.82
牡丹水庫,2019-04-22,41.05
石門水庫,2019-02-24,50.95
新山水庫,2019-02-24,91.39
翡翠水庫,2019-02-24,81.83
寶山第二水庫,2019-02-24,26.15
永和山水庫,2019-02-24,33.21
明德水庫,2019-02-24,46.53
鯉魚潭水庫,2019-02-24,38.57
德基水庫,2019-02-24,45.03
石岡壩,2019-02-24,18.67
霧社水庫,2019-02-24,7.32
日月潭水庫,2019-02-24,81.63
湖山水庫,2019-02-24,38.57
仁義潭水庫,2019-02-24,50.54
白河水庫,2019-02-24,1.3
烏山頭水庫,2019-02-24,78.76
曾文水庫,2019-02-24,37.44
南化水庫,2019-02-24,55.18
阿公店水庫,2019-02-24,42.98
牡丹水庫,2019-02-24,58.91
石門水庫,2019-11-12,95.76
新山水庫,2019-11-12,77.55
翡翠水庫,2019-11-12,79.95
寶山第二水庫,2019-11-12,91.46
永和山水庫,2019-11-12,91.33
明德水庫,2019-11-12,67.97
鯉魚潭水庫,2019-11-12,90.58
德基水庫,2019-11-12,88.44
石岡壩,2019-11-12,41.48
霧社水庫,2019-11-12,13.66
日月潭水庫,2019-11-12,98.61
湖山水庫,2019-11-12,90.33
仁義潭水庫,2019-11-12,82.9
白河水庫,2019-11-12,17.37
烏山頭水庫,2019-11-12,82.98
曾文水庫,2019-11-12,75.7
南化水庫,2019-11-12,89.23
阿公店水庫,2019-11-12,93.47
牡丹水庫,2019-11-12,85.89
石門水庫,2019-11-06,96.14
新山水庫,2019-11-06,76.83
翡翠水庫,2019-11-06,79.8
寶山第二水庫,2019-11-06,94.97
永和山水庫,2019-11-06,93.93
明德水庫,2019-11-06,72.54
鯉魚潭水庫,2019-11-06,93.16
德基水庫,2019-11-06,92.07
石岡壩,2019-11-06,59.9
霧社水庫,2019-11-06,27.82
日月潭水庫,2019-11-06,95.1
湖山水庫,2019-11-06,93.14
仁義潭水庫,2019-11-06,84.65
白河水庫,2019-11-06,17.37
烏山頭水庫,2019-11-06,84.12
曾文水庫,2019-11-06,77.4
南化水庫,2019-11-06,91.35
阿公店水庫,2019-11-06,92.71
牡丹水庫,2019-11-06,87.34
石門水庫,2019-02-18,56.24
新山水庫,2019-02-18,90.75
翡翠水庫,2019-02-18,83.27
寶山第二水庫,2019-02-18,31.15
永和山水庫,2019-02-18,36.79
明德水庫,2019-02-18,47.76
鯉魚潭水庫,2019-02-18,41.94
德基水庫,2019-02-18,50.46
石岡壩,2019-02-18,14.34
霧社水庫,2019-02-18,7.93
日月潭水庫,2019-02-18,87.55
湖山水庫,2019-02-18,41.13
仁義潭水庫,2019-02-18,53.05
白河水庫,2019-02-18,3.33
烏山頭水庫,2019-02-18,78.53
曾文水庫,2019-02-18,42.77
南化水庫,2019-02-18,57.75
阿公店水庫,2019-02-18,46.29
牡丹水庫,2019-02-18,60.52
石門水庫,2019-11-10,96.36
新山水庫,2019-11-10,77.24
翡翠水庫,2019-11-10,80.22
寶山第二水庫,2019-11-10,92.7
永和山水庫,2019-11-10,92.17
明德水庫,2019-11-10,69.16
鯉魚潭水庫,2019-11-10,91.31
德基水庫,2019-11-10,89.42
石岡壩,2019-11-10,53.49
霧社水庫,2019-11-10,16.55
日月潭水庫,2019-11-10,96.67
湖山水庫,2019-11-10,91.17
仁義潭水庫,2019-11-10,83.43
烏山頭水庫,2019-11-10,81.3
曾文水庫,2019-11-10,76.7
南化水庫,2019-11-10,89.81
阿公店水庫,2019-11-10,93.28
牡丹水庫,2019-11-10,86.34
石門水庫,2019-11-04,96.49
新山水庫,2019-11-04,77.06
翡翠水庫,2019-11-04,79.05
寶山第二水庫,2019-11-04,96.08
永和山水庫,2019-11-04,94.67
明德水庫,2019-11-04,74.2
鯉魚潭水庫,2019-11-04,94.15
德基水庫,2019-11-04,92.82
石岡壩,2019-11-04,63.88
霧社水庫,2019-11-04,35.09
日月潭水庫,2019-11-04,92.92
湖山水庫,2019-11-04,93.87
仁義潭水庫,2019-11-04,85.27
白河水庫,2019-11-04,17.37
烏山頭水庫,2019-11-04,87.31
曾文水庫,2019-11-04,77.83
南化水庫,2019-11-04,91.78
阿公店水庫,2019-11-04,93.09
牡丹水庫,2019-11-04,87.74
石門水庫,2019-02-26,49.24
新山水庫,2019-02-26,92.07
翡翠水庫,2019-02-26,82.16
寶山第二水庫,2019-02-26,24.95
永和山水庫,2019-02-26,32.55
明德水庫,2019-02-26,47.3
鯉魚潭水庫,2019-02-26,37.29
德基水庫,2019-02-26,43.62
石岡壩,2019-02-26,15.51
霧社水庫,2019-02-26,6.52
日月潭水庫,2019-02-26,82.17
湖山水庫,2019-02-26,37.7
仁義潭水庫,2019-02-26,49.76
白河水庫,2019-02-26,0.72
烏山頭水庫,2019-02-26,79.19
曾文水庫,2019-02-26,35.63
南化水庫,2019-02-26,54.35
阿公店水庫,2019-02-26,41.84
牡丹水庫,2019-02-26,58.28
石門水庫,2019-04-08,55.52
新山水庫,2019-04-08,90.85
翡翠水庫,2019-04-08,77.17
寶山第二水庫,2019-04-08,76.07
永和山水庫,2019-04-08,52.98
明德水庫,2019-04-08,70.91
鯉魚潭水庫,2019-04-08,51.4
德基水庫,2019-04-08,71.86
石岡壩,2019-04-08,18.21
霧社水庫,2019-04-08,47.06
日月潭水庫,2019-04-08,96.92
湖山水庫,2019-04-08,26.82
仁義潭水庫,2019-04-08,32.87
烏山頭水庫,2019-04-08,75.91
曾文水庫,2019-04-08,20.74
南化水庫,2019-04-08,39.48
阿公店水庫,2019-04-08,23.34
牡丹水庫,2019-04-08,45.71
石門水庫,2019-04-20,58.6
新山水庫,2019-04-20,89.23
翡翠水庫,2019-04-20,74.29
寶山第二水庫,2019-04-20,91.48
永和山水庫,2019-04-20,62.28
明德水庫,2019-04-20,85.82
鯉魚潭水庫,2019-04-20,58.14
德基水庫,2019-04-20,74.49
石岡壩,2019-04-20,19.12
霧社水庫,2019-04-20,45.15
日月潭水庫,2019-04-20,98.74
湖山水庫,2019-04-20,21.81
仁義潭水庫,2019-04-20,27.64
烏山頭水庫,2019-04-20,78.53
曾文水庫,2019-04-20,18.0
南化水庫,2019-04-20,35.7
阿公店水庫,2019-04-20,19.7
牡丹水庫,2019-04-20,41.72
石門水庫,2019-08-05,92.22
新山水庫,2019-08-05,95.21
翡翠水庫,2019-08-05,69.96
寶山第二水庫,2019-08-05,99.99
永和山水庫,2019-08-05,97.14
明德水庫,2019-08-05,84.92
鯉魚潭水庫,2019-08-05,100.0
德基水庫,2019-08-05,75.8
石岡壩,2019-08-05,59.25
霧社水庫,2019-08-05,49.88
日月潭水庫,2019-08-05,97.23
湖山水庫,2019-08-05,100.0
仁義潭水庫,2019-08-05,96.39
白河水庫,2019-08-05,75.54
烏山頭水庫,2019-08-05,84.22
曾文水庫,2019-08-05,86.04
南化水庫,2019-08-05,98.75
阿公店水庫,2019-08-05,0.02
牡丹水庫,2019-08-05,71.73
石門水庫,2019-08-11,98.34
新山水庫,2019-08-11,93.61
翡翠水庫,2019-08-11,75.24
寶山第二水庫,2019-08-11,99.25
永和山水庫,2019-08-11,96.5
明德水庫,2019-08-11,97.83
鯉魚潭水庫,2019-08-11,100.0
德基水庫,2019-08-11,84.56
石岡壩,2019-08-11,44.98
霧社水庫,2019-08-11,75.88
日月潭水庫,2019-08-11,93.99
湖山水庫,2019-08-11,97.81
仁義潭水庫,2019-08-11,95.31
白河水庫,2019-08-11,76.55
烏山頭水庫,2019-08-11,82.75
曾文水庫,2019-08-11,94.95
南化水庫,2019-08-11,100.0
阿公店水庫,2019-08-11,0.01
牡丹水庫,2019-08-11,69.58
石門水庫,2019-06-22,96.23
新山水庫,2019-06-22,95.81
翡翠水庫,2019-06-22,72.41
寶山第二水庫,2019-06-22,100.0
永和山水庫,2019-06-22,95.7
明德水庫,2019-06-22,91.75
鯉魚潭水庫,2019-06-22,100.0
德基水庫,2019-06-22,88.45
石岡壩,2019-06-22,27.9
霧社水庫,2019-06-22,82.98
日月潭水庫,2019-06-22,90.7
湖山水庫,2019-06-22,94.46
仁義潭水庫,2019-06-22,96.66
白河水庫,2019-06-22,56.15
烏山頭水庫,2019-06-22,90.23
曾文水庫,2019-06-22,73.04
南化水庫,2019-06-22,96.95
阿公店水庫,2019-06-22,2.84
牡丹水庫,2019-06-22,48.19
石門水庫,2019-06-23,95.55
新山水庫,2019-06-23,95.86
翡翠水庫,2019-06-23,71.64
寶山第二水庫,2019-06-23,100.0
永和山水庫,2019-06-23,95.99
明德水庫,2019-06-23,90.38
鯉魚潭水庫,2019-06-23,100.0
德基水庫,2019-06-23,87.61
石岡壩,2019-06-23,24.13
霧社水庫,2019-06-23,81.44
日月潭水庫,2019-06-23,90.51
湖山水庫,2019-06-23,96.42
仁義潭水庫,2019-06-23,96.48
白河水庫,2019-06-23,55.28
烏山頭水庫,2019-06-23,90.7
曾文水庫,2019-06-23,73.63
南化水庫,2019-06-23,95.91
阿公店水庫,2019-06-23,2.84
牡丹水庫,2019-06-23,48.12
石門水庫,2019-08-10,94.57
新山水庫,2019-08-10,93.86
翡翠水庫,2019-08-10,75.07
寶山第二水庫,2019-08-10,99.76
永和山水庫,2019-08-10,96.97
明德水庫,2019-08-10,97.23
鯉魚潭水庫,2019-08-10,99.96
德基水庫,2019-08-10,77.37
石岡壩,2019-08-10,50.09
霧社水庫,2019-08-10,59.29
日月潭水庫,2019-08-10,94.98
湖山水庫,2019-08-10,98.33
仁義潭水庫,2019-08-10,94.68
白河水庫,2019-08-10,74.53
烏山頭水庫,2019-08-10,83.33
曾文水庫,2019-08-10,87.58
南化水庫,2019-08-10,99.78
阿公店水庫,2019-08-10,0.02
牡丹水庫,2019-08-10,70.03
石門水庫,2019-08-04,93.06
新山水庫,2019-08-04,95.61
翡翠水庫,2019-08-04,70.15
寶山第二水庫,2019-08-04,100.0
永和山水庫,2019-08-04,97.08
明德水庫,2019-08-04,85.61
鯉魚潭水庫,2019-08-04,100.0
德基水庫,2019-08-04,75.98
石岡壩,2019-08-04,57.96
霧社水庫,2019-08-04,49.12
日月潭水庫,2019-08-04,95.55
湖山水庫,2019-08-04,100.0
仁義潭水庫,2019-08-04,95.94
白河水庫,2019-08-04,65.26
烏山頭水庫,2019-08-04,85.26
曾文水庫,2019-08-04,85.42
南化水庫,2019-08-04,99.4
阿公店水庫,2019-08-04,0.02
牡丹水庫,2019-08-04,71.73
石門水庫,2019-04-21,60.82
新山水庫,2019-04-21,89.33
翡翠水庫,2019-04-21,74.43
寶山第二水庫,2019-04-21,95.23
永和山水庫,2019-04-21,63.95
明德水庫,2019-04-21,89.34
鯉魚潭水庫,2019-04-21,60.82
德基水庫,2019-04-21,76.42
石岡壩,2019-04-21,24.87
霧社水庫,2019-04-21,48.33
日月潭水庫,2019-04-21,97.86
湖山水庫,2019-04-21,22.46
仁義潭水庫,2019-04-21,27.7
烏山頭水庫,2019-04-21,77.76
曾文水庫,2019-04-21,18.13
南化水庫,2019-04-21,36.28
阿公店水庫,2019-04-21,19.82
牡丹水庫,2019-04-21,41.39
石門水庫,2019-04-09,55.4
新山水庫,2019-04-09,90.65
翡翠水庫,2019-04-09,76.73
寶山第二水庫,2019-04-09,75.99
永和山水庫,2019-04-09,53.06
明德水庫,2019-04-09,70.7
鯉魚潭水庫,2019-04-09,51.23
德基水庫,2019-04-09,71.61
石岡壩,2019-04-09,18.0
霧社水庫,2019-04-09,45.91
日月潭水庫,2019-04-09,97.23
湖山水庫,2019-04-09,26.4
仁義潭水庫,2019-04-09,32.28
烏山頭水庫,2019-04-09,75.59
曾文水庫,2019-04-09,20.21
南化水庫,2019-04-09,39.1
阿公店水庫,2019-04-09,23.1
牡丹水庫,2019-04-09,45.36
石門水庫,2019-02-27,48.17
新山水庫,2019-02-27,92.12
翡翠水庫,2019-02-27,82.11
寶山第二水庫,2019-02-27,24.06
永和山水庫,2019-02-27,31.98
明德水庫,2019-02-27,47.22
鯉魚潭水庫,2019-02-27,36.56
德基水庫,2019-02-27,42.66
石岡壩,2019-02-27,15.12
霧社水庫,2019-02-27,5.67
日月潭水庫,2019-02-27,81.57
湖山水庫,2019-02-27,37.27
仁義潭水庫,2019-02-27,49.29
白河水庫,2019-02-27,0.43
烏山頭水庫,2019-02-27,79.31
曾文水庫,2019-02-27,35.17
南化水庫,2019-02-27,53.94
阿公店水庫,2019-02-27,41.56
牡丹水庫,2019-02-27,57.94
石門水庫,2019-11-05,96.1
新山水庫,2019-11-05,77.01
翡翠水庫,2019-11-05,79.42
寶山第二水庫,2019-11-05,95.53
永和山水庫,2019-11-05,94.27
明德水庫,2019-11-05,72.87
鯉魚潭水庫,2019-11-05,93.68
德基水庫,2019-11-05,92.44
石岡壩,2019-11-05,47.66
霧社水庫,2019-11-05,31.41
日月潭水庫,2019-11-05,94.04
湖山水庫,2019-11-05,93.52
仁義潭水庫,2019-11-05,84.92
白河水庫,2019-11-05,17.37
烏山頭水庫,2019-11-05,85.71
曾文水庫,2019-11-05,77.66
南化水庫,2019-11-05,91.57
阿公店水庫,2019-11-05,92.9
牡丹水庫,2019-11-05,87.49
石門水庫,2019-11-11,96.14
新山水庫,2019-11-11,77.59
翡翠水庫,2019-11-11,80.1
寶山第二水庫,2019-11-11,92.13
永和山水庫,2019-11-11,91.72
明德水庫,2019-11-11,68.19
鯉魚潭水庫,2019-11-11,90.87
德基水庫,2019-11-11,88.86
石岡壩,2019-11-11,42.94
霧社水庫,2019-11-11,15.99
日月潭水庫,2019-11-11,97.61
湖山水庫,2019-11-11,90.79
仁義潭水庫,2019-11-11,83.17
白河水庫,2019-11-11,17.37
烏山頭水庫,2019-11-11,80.88
曾文水庫,2019-11-11,76.23
南化水庫,2019-11-11,89.49
阿公店水庫,2019-11-11,93.66
牡丹水庫,2019-11-11,86.14
石門水庫,2019-09-17,97.48
新山水庫,2019-09-17,86.8
翡翠水庫,2019-09-17,72.17
寶山第二水庫,2019-09-17,99.82
永和山水庫,2019-09-17,97.02
明德水庫,2019-09-17,91.66
鯉魚潭水庫,2019-09-17,100.0
德基水庫,2019-09-17,92.99
石岡壩,2019-09-17,47.96
霧社水庫,2019-09-17,81.56
日月潭水庫,2019-09-17,96.73
湖山水庫,2019-09-17,99.29
仁義潭水庫,2019-09-17,99.55
白河水庫,2019-09-17,88.56
烏山頭水庫,2019-09-17,86.28
曾文水庫,2019-09-17,97.88
南化水庫,2019-09-17,99.02
阿公店水庫,2019-09-17,19.48
牡丹水庫,2019-09-17,82.74
石門水庫,2019-09-03,98.43
新山水庫,2019-09-03,88.21
翡翠水庫,2019-09-03,70.36
寶山第二水庫,2019-09-03,100.0
永和山水庫,2019-09-03,97.08
明德水庫,2019-09-03,96.04
鯉魚潭水庫,2019-09-03,100.0
德基水庫,2019-09-03,87.78
石岡壩,2019-09-03,19.58
霧社水庫,2019-09-03,81.85
日月潭水庫,2019-09-03,92.49
湖山水庫,2019-09-03,99.25
仁義潭水庫,2019-09-03,97.38
白河水庫,2019-09-03,81.33
烏山頭水庫,2019-09-03,94.62
曾文水庫,2019-09-03,94.66
南化水庫,2019-09-03,98.64
阿公店水庫,2019-09-03,3.4
牡丹水庫,2019-09-03,70.65
石門水庫,2019-07-30,95.29
新山水庫,2019-07-30,96.81
翡翠水庫,2019-07-30,71.45
寶山第二水庫,2019-07-30,100.0
永和山水庫,2019-07-30,96.97
明德水庫,2019-07-30,87.46
鯉魚潭水庫,2019-07-30,99.92
德基水庫,2019-07-30,76.73
石岡壩,2019-07-30,50.39
霧社水庫,2019-07-30,51.19
日月潭水庫,2019-07-30,95.73
湖山水庫,2019-07-30,100.0
仁義潭水庫,2019-07-30,96.39
白河水庫,2019-07-30,56.15
烏山頭水庫,2019-07-30,83.1
曾文水庫,2019-07-30,85.8
南化水庫,2019-07-30,97.71
阿公店水庫,2019-07-30,0.13
牡丹水庫,2019-07-30,70.65
石門水庫,2019-07-24,95.16
新山水庫,2019-07-24,96.41
翡翠水庫,2019-07-24,73.15
寶山第二水庫,2019-07-24,100.0
永和山水庫,2019-07-24,96.79
明德水庫,2019-07-24,89.32
鯉魚潭水庫,2019-07-24,99.96
德基水庫,2019-07-24,76.05
石岡壩,2019-07-24,49.78
霧社水庫,2019-07-24,51.65
日月潭水庫,2019-07-24,96.92
湖山水庫,2019-07-24,100.0
仁義潭水庫,2019-07-24,96.3
白河水庫,2019-07-24,64.11
烏山頭水庫,2019-07-24,87.43
曾文水庫,2019-07-24,85.7
南化水庫,2019-07-24,100.0
阿公店水庫,2019-07-24,0.01
牡丹水庫,2019-07-24,67.51
石門水庫,2019-07-18,92.1
新山水庫,2019-07-18,93.06
翡翠水庫,2019-07-18,70.43
寶山第二水庫,2019-07-18,100.0
永和山水庫,2019-07-18,96.5
明德水庫,2019-07-18,88.27
鯉魚潭水庫,2019-07-18,100.0
德基水庫,2019-07-18,73.87
石岡壩,2019-07-18,41.48
霧社水庫,2019-07-18,59.44
日月潭水庫,2019-07-18,95.73
湖山水庫,2019-07-18,98.45
仁義潭水庫,2019-07-18,95.4
白河水庫,2019-07-18,58.46
烏山頭水庫,2019-07-18,90.11
曾文水庫,2019-07-18,82.05
南化水庫,2019-07-18,95.42
阿公店水庫,2019-07-18,0.01
牡丹水庫,2019-07-18,60.21
石門水庫,2019-05-26,98.52
新山水庫,2019-05-26,96.91
翡翠水庫,2019-05-26,75.45
寶山第二水庫,2019-05-26,100.0
